Color,director_name,actor1_name,actor2_name,actor3_name,num_critic_votes_imdb,num_user_votes_rt,genre,movie_title,release_date,gross_income,budget,country,language,plot_keywords,avg_imdb_rt_score,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,facenumber_in_poster,movie_imdb_link,num_user_for_reviews,content_rating,aspect_ratio,movie_facebook_likes,Images
Color,Anthony Hemingway,David Oyelowo,Nate Parker,Tristan Mack Wilds,144,28807,"Action, Adventure, Drama, History, War",Red Tails †,2012,49875589,58000000,USA,English,"african american, battle, italy, tuskegee airmen, world war two",5.9,143,1000,664,519,4416,0,http://www.imdb.com/title/tt0485985/?ref_=fn_tt_tt_1,273,PG-13,2.35,0,none
Color,Li Zhang,Bingbing Li,Joan Chen,Jaycee Chan,63,4670,"Action, Adventure, Drama, History, War",1911 †,2011,127437,18000000,China,Mandarin,"china, disarming someone, qing dynasty, stabbed with a bayonet, war violence",6,0,974,643,187,1887,0,http://www.imdb.com/title/tt1772230/?ref_=fn_tt_tt_1,27,R,2.35,0,none
Color,John Woo,Takeshi Kaneshiro,Tony Chiu Wai Leung,Wei Zhao,160,36894,"Action, Adventure, Drama, History, War",Red Cliff †,2008,626809,553632000,China,Mandarin,"alliance, battle, china, chinese, strategy",7.4,610,755,643,478,2172,4,http://www.imdb.com/title/tt0425637/?ref_=fn_tt_tt_1,105,R,2.35,0,C:\Aashmit.2\Important\DEPRESSION\Sem 4\DBMS x JAVA\Language\mandarin\Red Cliff †.jpg
Color,Ridley Scott,Liam Neeson,Orlando Bloom,Philip Glenister,239,217373,"Action, Adventure, Drama, History, War",Kingdom of Heaven †,2005,47396698,130000000,USA,English,"12th century, crusader, jerusalem, knight, medieval times",7.2,0,14000,5000,195,19600,1,http://www.imdb.com/title/tt0320661/?ref_=fn_tt_tt_1,942,R,2.35,0,none
Color,Peter Weir,James D'Arcy,Lee Ingleby,David Threlfall,244,168207,"Action, Adventure, Drama, History, War",Master and Commander: The Far Side of the World †,2003,93926386,150000000,USA,English,"1800s, napoleonic wars, pursuit, royal navy, ship",7.4,608,613,172,168,1205,1,http://www.imdb.com/title/tt0311113/?ref_=fn_tt_tt_1,684,PG-13,2.35,0,none
Color,Chatrichalerm Yukol,Sarunyu Wongkrachang,Chatchai Plengpanich,Mai Charoenpura,31,1666,"Action, Adventure, Drama, History, War",The Legend of Suriyothai †,2001,454255,400000000,Thailand,Thai,"16th century, burmese, invasion, queen, thailand",6.6,6,7,6,6,32,3,http://www.imdb.com/title/tt0290879/?ref_=fn_tt_tt_1,47,R,1.85,124,none
Color,Nicholas Ray,Ava Gardner,David Niven,John Ireland,15,4550,"Action, Adventure, Drama, History, War",55 Days at Peking †,1963,0,9000000,USA,English,"ambassador, boxer rebellion, china, colonialism, peking china",6.8,117,715,490,86,1567,3,http://www.imdb.com/title/tt0056800/?ref_=fn_tt_tt_1,50,Unrated,2.2,419,none
Color,Hideaki Anno,Mark Chinnery,Shin'ya Tsukamoto,Atsuko Maeda,1,374,"Action, Adventure, Drama, Horror, Sci-Fi",Godzilla Resurgence †,2016,0,0,Japan,Japanese,"blood, godzilla, monster, sequel",8.2,28,544,106,12,699,0,http://www.imdb.com/title/tt4262980/?ref_=fn_tt_tt_1,13,0,2.35,0,Godzilla Resurgence.jpg
Color,Kevin Reynolds,Peter Firth,Jan Cornet,Mar√≠a Botto,122,12276,"Action, Adventure, Drama, Mystery",Risen †,2016,36874745,20000000,USA,English,"biblical, crucifixion, judea, resurrection, roman soldier",6.3,58,141,76,47,389,2,http://www.imdb.com/title/tt3231054/?ref_=fn_tt_tt_1,117,PG-13,2.35,21000,none
Color,David Yates,Christoph Waltz,Alexander Skarsg√•rd,Casper Crump,248,42372,"Action, Adventure, Drama, Romance",The Legend of Tarzan †,2016,124051759,180000000,USA,English,"africa, capture, jungle, male objectification, tarzan",6.6,282,11000,10000,103,21175,2,http://www.imdb.com/title/tt0918940/?ref_=fn_tt_tt_1,239,PG-13,2.35,29000,none
Color,David Yates,Christoph Waltz,Alexander Skarsg√•rd,Casper Crump,248,42372,"Action, Adventure, Drama, Romance",The Legend of Tarzan †,2016,124051759,180000000,USA,English,"africa, capture, jungle, male objectification, tarzan",6.6,282,11000,10000,103,21175,2,http://www.imdb.com/title/tt0918940/?ref_=fn_tt_tt_1,239,PG-13,2.35,29000,none
Color,Peter Jackson,Naomi Watts,Thomas Kretschmann,Evan Parke,446,316018,"Action, Adventure, Drama, Romance",King Kong †,2005,218051260,207000000,New Zealand,English,"animal name in title, ape abducts a woman, gorilla, island, king kong",7.2,0,6000,919,84,7123,0,http://www.imdb.com/title/tt0360717/?ref_=fn_tt_tt_1,2618,PG-13,2.35,0,none
Color,Peter Jackson,Naomi Watts,Thomas Kretschmann,Evan Parke,446,316020,"Action, Adventure, Drama, Romance",King Kong †,2005,218051260,207000000,New Zealand,English,"animal name in title, ape abducts a woman, gorilla, island, king kong",7.2,0,6000,918,84,7122,0,http://www.imdb.com/title/tt0360717/?ref_=fn_tt_tt_1,2618,PG-13,2.35,0,none
Color,Peter Jackson,Naomi Watts,Thomas Kretschmann,Evan Parke,446,316027,"Action, Adventure, Drama, Romance",King Kong †,2005,218051260,207000000,New Zealand,English,"animal name in title, ape abducts a woman, gorilla, island, king kong",7.2,0,6000,918,84,7122,0,http://www.imdb.com/title/tt0360717/?ref_=fn_tt_tt_1,2618,PG-13,2.35,0,none
Color,Yimou Zhang,Takeshi Kaneshiro,Andy Lau,Zhengyong Zhang,248,92295,"Action, Adventure, Drama, Romance",House of Flying Daggers †,2004,11041228,100000000,China,Mandarin,"flying, flying dagger, government, police, secret",7.6,611,755,483,4,1244,3,http://www.imdb.com/title/tt0385004/?ref_=fn_tt_tt_1,420,PG-13,2.35,0,C:\Aashmit.2\Important\DEPRESSION\Sem 4\DBMS x JAVA\Language\mandarin\House of Flying Daggers †.jpg
Color,Kevin Reynolds,Alan Rickman,Morgan Freeman,Michael Wincott,67,145257,"Action, Adventure, Drama, Romance",Robin Hood: Prince of Thieves †,1991,165500000,48000000,USA,English,"balladeer, crusades, england, king, modern minstrel",6.9,58,25000,11000,720,38518,0,http://www.imdb.com/title/tt0102798/?ref_=fn_tt_tt_1,322,PG-13,1.85,0,none
Color,Richard Donner,Marlon Brando,Margot Kidder,Ned Beatty,169,126357,"Action, Adventure, Drama, Romance, Sci-Fi",Superman †,1978,134218018,55000000,USA,English,"1970s, clark kent, planet, superhero, year 1978",7.3,503,10000,593,467,12940,0,http://www.imdb.com/title/tt0078346/?ref_=fn_tt_tt_1,497,PG,2.35,0,none
Color,Kevin Reynolds,Henry Cavill,James Frain,Michael Wincott,138,104991,"Action, Adventure, Drama, Romance, Thriller",The Count of Monte Cristo †,2002,54228104,35000000,UK,English,"count, escape, island, revenge, sailor",7.7,58,15000,1000,720,17152,1,http://www.imdb.com/title/tt0245844/?ref_=fn_tt_tt_1,544,PG-13,1.85,0,none
Color,Peter Flinth,Gustaf Skarsg√•rd,Michael Nyqvist,Vincent Perez,34,18041,"Action, Adventure, Drama, Romance, War",Arn: The Knight Templar †,2007,0,25000000,Sweden,Swedish,"first part, holy land, knight templar, monastery, sword and shield",6.6,5,908,690,292,2762,1,http://www.imdb.com/title/tt0837106/?ref_=fn_tt_tt_1,54,0,2.35,0,none
Color,Michael Mann,Wes Studi,Terry Kinney,Eric Schweig,89,113068,"Action, Adventure, Drama, Romance, War",The Last of the Mohicans †,1992,72455275,40000000,USA,English,"18th century, based on novel, colonel, french and indian war, revenge",7.8,0,855,363,322,2144,1,http://www.imdb.com/title/tt0104691/?ref_=fn_tt_tt_1,382,R,2.35,0,none
Color,Simon Wincer,Alan Rickman,Tom Selleck,Ben Mendelsohn,20,15230,"Action, Adventure, Drama, Romance, Western",Quigley Down Under †,1990,21413105,20000000,Australia,English,"aborigine, australian, australian aborigine, australian outback, rancher",6.8,23,25000,19000,748,45841,1,http://www.imdb.com/title/tt0102744/?ref_=fn_tt_tt_1,97,PG-13,2.35,0,none
Color,Matt Reeves,Gary Oldman,Judy Greer,Kodi Smit-McPhee,521,317542,"Action, Adventure, Drama, Sci-Fi",Dawn of the Planet of the Apes †,2014,208543795,170000000,USA,English,"ape, dam, leader, post apocalypse, sequel",7.6,198,10000,2000,884,14363,0,http://www.imdb.com/title/tt2103281/?ref_=fn_tt_tt_1,620,PG-13,1.85,45000,none
Color,Takashi Yamazaki,Takuya Kimura,Meisa Kuroki,Hiroyuki Ikeuchi,44,4899,"Action, Adventure, Drama, Sci-Fi",Space Battleship Yamato †,2010,0,12000000,Japan,Japanese,"alien, battleship, message, radiation, yamato",6.1,7,84,33,16,164,0,http://www.imdb.com/title/tt1477109/?ref_=fn_tt_tt_1,49,TV-14,2.35,0,C:\Aashmit.2\Important\DEPRESSION\Sem 4\DBMS x JAVA\Language\japanese\Ponyo †.jpg
Color,Kevin Costner,Olivia Williams,Brian Anthony Wilson,Larenz Tate,79,56403,"Action, Adventure, Drama, Sci-Fi",The Postman †,1997,17593391,80000000,USA,English,"drifter, escape, hope, postman, usa",6,0,766,674,582,4346,1,http://www.imdb.com/title/tt0119925/?ref_=fn_tt_tt_1,376,R,2.35,0,none
Color,Peter DeLuise,Christopher Judge,Don S. Davis,Gary Jones,77,63982,"Action, Adventure, Drama, Sci-Fi",Stargate SG-1 †            ,1997,0,1400000,USA,English,"2000s, 21st century, alternate history, message from outer space, military",8.4,0,847,440,72,1359,4,http://www.imdb.com/title/tt0118480/?ref_=fn_tt_tt_1,181,TV-14,1.33,0,Stargate SG-1.jpg
Color,0,Billy Burke,Tracy Spiridakos,David Lyons,23,72017,"Action, Adventure, Drama, Sci-Fi",Revolution †            ,0,0,0,USA,English,"2020s, near future, one word series title, post apocalypse, year 2027",6.7,0,2000,821,576,5052,6,http://www.imdb.com/title/tt2070791/?ref_=fn_tt_tt_1,323,TV-14,16,17000,none
Color,Takao Okawara,Hiroshi Abe,Naomi Nishida,Sakae Kimura,107,5442,"Action, Adventure, Drama, Sci-Fi, Thriller",Godzilla 2000 †,1999,10037390,1000000000,Japan,Japanese,"godzilla, kaiju, monster, orga, ufo",6,2,43,3,3,53,0,http://www.imdb.com/title/tt0188640/?ref_=fn_tt_tt_1,140,PG,2.35,339,none
Color,Jonathan Frakes,LeVar Burton,Alfre Woodard,Jonathan Frakes,143,97838,"Action, Adventure, Drama, Sci-Fi, Thriller",Star Trek: First Contact †,1996,92001027,45000000,USA,English,"21st century, borg, borg sphere, captain, sphere",7.6,906,1000,1000,906,6315,2,http://www.imdb.com/title/tt0117731/?ref_=fn_tt_tt_1,286,PG-13,2.35,3000,none
Color,Brad Peyton,Dwayne Johnson,Ioan Gruffudd,Archie Panjabi,358,147497,"Action, Adventure, Drama, Thriller",San Andreas †,2015,155181732,110000000,USA,English,"disaster movie, earthquake, journey, natural disaster, san andreas fault",6.1,62,12000,2000,884,16718,0,http://www.imdb.com/title/tt2126355/?ref_=fn_tt_tt_1,499,PG-13,2.35,52000,none
Color,Joe Carnahan,Liam Neeson,Frank Grillo,James Badge Dale,408,203111,"Action, Adventure, Drama, Thriller",The Grey †,2011,51533608,25000000,USA,English,"alaska, leadership, snow, survival, wilderness",6.8,248,14000,798,726,16606,1,http://www.imdb.com/title/tt1601913/?ref_=fn_tt_tt_1,755,R,2.35,32000,none
Color,Albert Hughes,Denzel Washington,Mila Kunis,Gary Oldman,325,227072,"Action, Adventure, Drama, Thriller",The Book of Eli †,2010,94822707,80000000,USA,English,"blind, book, long take, post apocalypse, water",6.9,117,18000,15000,10000,44797,0,http://www.imdb.com/title/tt1037705/?ref_=fn_tt_tt_1,560,R,2.35,20000,none
Color,Mel Gibson,Rudy Youngblood,Dalia Hern√°ndez,Jonathan Brewer,283,236000,"Action, Adventure, Drama, Thriller",Apocalypto †,2006,50859889,40000000,USA,Maya,"jaguar, mayan, solar eclipse, tribe, village",7.8,0,708,78,19,848,0,http://www.imdb.com/title/tt0472043/?ref_=fn_tt_tt_1,1043,R,1.85,14000,none
Color,Wolfgang Petersen,Jimmy Bennett,Mike Vogel,Andre Braugher,231,82380,"Action, Adventure, Drama, Thriller",Poseidon †,2006,60655503,160000000,USA,English,"cruise, escape, ocean, passenger, water",5.6,249,87000,2000,702,92456,0,http://www.imdb.com/title/tt0409182/?ref_=fn_tt_tt_1,629,PG-13,2.35,0,none
Color,John Moore,Dennis Quaid,Tony Curran,Miranda Otto,114,45815,"Action, Adventure, Drama, Thriller",Flight of the Phoenix †,2004,21009180,45000000,USA,English,"captain, desert, rescue, stranded, survivor",6.1,212,2000,845,568,4397,4,http://www.imdb.com/title/tt0377062/?ref_=fn_tt_tt_1,222,PG-13,2.35,1000,none
Color,Wolfgang Petersen,Karen Allen,Mary Elizabeth Mastrantonio,Bob Gunton,231,133076,"Action, Adventure, Drama, Thriller",The Perfect Storm †,2000,182618434,140000000,USA,English,"death, fish, fishing, sea, storm",6.4,249,784,638,461,2684,0,http://www.imdb.com/title/tt0177971/?ref_=fn_tt_tt_1,779,PG-13,2.35,0,none
Color,Martin Campbell,Nicholas Lea,Scott Glenn,Ben Mendelsohn,134,49536,"Action, Adventure, Drama, Thriller",Vertical Limit †,2000,68473360,75000000,USA,English,"death, die hard scenario, k2, rescue, urination",5.9,258,867,826,748,3424,0,http://www.imdb.com/title/tt0190865/?ref_=fn_tt_tt_1,379,PG-13,1.85,0,none
Color,Lee Tamahori,Anthony Hopkins,Harold Perrineau,Bart the Bear,95,55913,"Action, Adventure, Drama, Thriller",The Edge †,1997,27779888,0,USA,English,"bear, billionaire, crash, survival tactics, wilderness",6.9,93,12000,1000,904,14831,2,http://www.imdb.com/title/tt0119051/?ref_=fn_tt_tt_1,182,R,2.35,0,none
Color,Wolfgang Petersen,Harrison Ford,Gary Oldman,Dean Stockwell,142,146134,"Action, Adventure, Drama, Thriller",Air Force One †,1997,172620724,85000000,USA,English,"ex soldier, hijacker, hostage, president, terrorist",6.4,249,11000,10000,936,23603,1,http://www.imdb.com/title/tt0118571/?ref_=fn_tt_tt_1,393,R,2.35,0,none
Color,Jan de Bont,Philip Seymour Hoffman,Alan Ruck,Jami Gertz,114,144053,"Action, Adventure, Drama, Thriller",Twister †,1996,241688385,92000000,USA,English,"device, disaster, divorce, storm, tornado",6.3,101,22000,946,848,26239,0,http://www.imdb.com/title/tt0117998/?ref_=fn_tt_tt_1,395,PG-13,2.35,0,none
Color,Rob Cohen,Sylvester Stallone,Viggo Mortensen,Amy Brenneman,61,53132,"Action, Adventure, Drama, Thriller",Daylight †,1996,32885565,80000000,USA,English,"collapsing tunnel, explosion, new jersey, tunnel, weimaraner",5.8,357,13000,10000,366,25126,0,http://www.imdb.com/title/tt0116040/?ref_=fn_tt_tt_1,101,PG-13,1.85,0,none
Color,Jerry Jameson,M. Emmet Walsh,Jason Robards,Anne Archer,32,2933,"Action, Adventure, Drama, Thriller",Raise the Titanic †,1980,7000000,36000000,UK,English,"military, mineral, ocean, ship, titanic",4.7,5,521,372,249,1883,0,http://www.imdb.com/title/tt0081400/?ref_=fn_tt_tt_1,70,PG,2.35,328,none
Color,Mike McCoy,Alex Veadov,Jason Cottle,Rorke Denver,216,57996,"Action, Adventure, Drama, Thriller, War",Act of Valor †,2012,70011073,12000000,USA,English,"mission, navy seal, terrorist, torture, valor",6.5,16,93,17,11,146,0,http://www.imdb.com/title/tt1591479/?ref_=fn_tt_tt_1,349,R,2.35,15000,none
Color,Steve Miner,Tom Skerritt,Usher Raymond,Leonor Varela,31,4757,"Action, Adventure, Drama, Thriller, Western",Texas Rangers †,2001,623374,38000000,USA,English,"army, mexican, orphan, texas, texas ranger",5.2,49,1000,569,427,2120,2,http://www.imdb.com/title/tt0193560/?ref_=fn_tt_tt_1,67,PG-13,2.35,474,none
Color,Ryan Little,Corbin Allred,Larry Bagby,Kirby Heyborne,33,17725,"Action, Adventure, Drama, War",Saints and Soldiers †,2003,1310270,780000,USA,English,"ardennes forest, battle of the bulge, behind enemy lines, winter, world war two in belgium",6.8,38,214,115,69,587,0,http://www.imdb.com/title/tt0373283/?ref_=fn_tt_tt_1,157,PG-13,0,1000,none
Color,Ian Sharp,Ray Winstone,Jed Brophy,Temuera Morrison,12,2892,"Action, Adventure, Drama, Western",Tracker †,2010,0,6500000,New Zealand,English,one word title,6.5,9,1000,433,368,1904,0,http://www.imdb.com/title/tt1414378/?ref_=fn_tt_tt_1,18,R,2.35,830,none
Color,Jon Turteltaub,Nicolas Cage,Omar Benson Miller,Robert Capron,235,124185,"Action, Adventure, Family, Fantasy",The Sorcerer's Apprentice †,2010,63143812,150000000,USA,English,"chosen one, enchanted object, love, spell, training",6.1,226,12000,418,370,13388,0,http://www.imdb.com/title/tt0963966/?ref_=fn_tt_tt_1,238,PG,2.35,11000,none
Color,M. Night Shyamalan,Seychelle Gabriel,Noah Ringer,Aasif Mandvi,280,118951,"Action, Adventure, Family, Fantasy",The Last Airbender †,2010,131564731,150000000,USA,English,"avatar, fire, kingdom, tribe, water",4.2,0,1000,756,346,2857,0,http://www.imdb.com/title/tt0938283/?ref_=fn_tt_tt_1,1382,PG,2.35,18000,none
Color,Andrew Adamson,Peter Dinklage,Pierfrancesco Favino,Dami√°n Alc√°zar,258,149922,"Action, Adventure, Family, Fantasy",The Chronicles of Narnia: Prince Caspian †,2008,141614023,225000000,USA,English,"brother brother relationship, brother sister relationship, good versus evil, king, narnia",6.6,80,22000,216,201,22697,4,http://www.imdb.com/title/tt0499448/?ref_=fn_tt_tt_1,438,PG,2.35,0,none
 Black and White,Stefen Fangmeier,Djimon Hounsou,Ed Speleers,Gary Lewis,170,108076,"Action, Adventure, Family, Fantasy",Eragon †,2006,75030163,100000000,USA,English,"dragon, dragon rider, fictional war, sword and fantasy, teenage hero",5.1,14,3000,762,203,4487,0,http://www.imdb.com/title/tt0449010/?ref_=fn_tt_tt_1,1690,PG,2.35,0,none
Color,Robert Rodriguez,Taylor Lautner,Kristin Davis,Taylor Dooley,66,20310,"Action, Adventure, Family, Fantasy",The Adventures of Sharkboy and Lavagirl 3-D †,2005,39177541,50000000,USA,English,"boy, bully, dream, dream sequence, planet",3.5,0,12000,722,717,14899,1,http://www.imdb.com/title/tt0424774/?ref_=fn_tt_tt_1,177,PG,1.85,0,none
Color,Robert Stromberg,Angelina Jolie Pitt,Sharlto Copley,Sam Riley,401,252257,"Action, Adventure, Family, Fantasy, Romance",Maleficent †,2014,241407328,180000000,USA,English,"curse, dark fantasy, fairy, king, kingdom",7,171,11000,2000,846,15516,2,http://www.imdb.com/title/tt1587310/?ref_=fn_tt_tt_1,634,PG,2.35,89000,none
Color,Eric Brevig,Josh Hutcherson,Brendan Fraser,Anita Briem,201,85323,"Action, Adventure, Family, Fantasy, Sci-Fi",Journey to the Center of the Earth †,2008,101702060,45000000,USA,English,"cave, lost world, missing brother, mountain, venus flytrap",5.8,40,14000,3000,311,17925,0,http://www.imdb.com/title/tt0373051/?ref_=fn_tt_tt_1,212,PG,1.85,0,none
Color,Andy Fickman,Dwayne Johnson,Billy Brown,Tom Everett Scott,166,43328,"Action, Adventure, Family, Fantasy, Sci-Fi, Thriller",Race to Witch Mountain †,2009,67128202,65000000,USA,English,"alien, military, mountain, spacecraft, ufo",5.7,99,12000,536,433,14007,3,http://www.imdb.com/title/tt1075417/?ref_=fn_tt_tt_1,110,PG,2.35,0,none
Color,Ron Underwood,Charlize Theron,Mika Boorem,David Paymer,35,22955,"Action, Adventure, Family, Fantasy, Thriller",Mighty Joe Young †,1998,50628009,90000000,USA,English,"animal, california, gorilla, hunter, poacher",5.6,31,9000,496,372,10731,0,http://www.imdb.com/title/tt0120751/?ref_=fn_tt_tt_1,88,PG,1.85,0,none
Color,Steven Spielberg,Toby Jones,Mackenzie Crook,Tony Curran,440,177383,"Action, Adventure, Family, Mystery",The Adventures of Tintin †,2011,77564037,135000000,USA,English,"captain, morocco, ship, tintin, treasure",7.4,14000,2000,871,845,4631,1,http://www.imdb.com/title/tt0983193/?ref_=fn_tt_tt_1,447,PG,2.35,44000,none
Color,Brad Bird,Judy Greer,Chris Bauer,Thomas Robinson,443,128306,"Action, Adventure, Family, Mystery, Sci-Fi",Tomorrowland †,2015,93417865,190000000,USA,English,"boy genius, futuristic city, inventor, teenage girl, time travel",6.5,663,2000,638,604,5046,2,http://www.imdb.com/title/tt1964418/?ref_=fn_tt_tt_1,497,PG,2.2,37000,none
Color,Peter Hewitt,Kevin Zegers,Rip Torn,Thomas F. Wilson,63,15015,"Action, Adventure, Family, Sci-Fi",Zoom †,2006,11631245,35000000,USA,English,"bruise, female hero, super strength, superhero, teenage superhero",4.2,12,2000,826,690,5022,5,http://www.imdb.com/title/tt0383060/?ref_=fn_tt_tt_1,113,PG,1.85,494,none
Color,Sidney J. Furie,Jim Broadbent,Margot Kidder,William Hootkins,94,33570,"Action, Adventure, Family, Sci-Fi",Superman IV: The Quest for Peace †,1987,15681020,17000000,UK,English,"box office flop, dc comics, hair, nuclear disarmament, superman",3.6,22,1000,593,488,3007,6,http://www.imdb.com/title/tt0094074/?ref_=fn_tt_tt_1,259,PG,2.35,1000,none
Color,Stephen Hopkins,Gary Oldman,William Hurt,June Lockhart,102,58402,"Action, Adventure, Family, Sci-Fi, Thriller",Lost in Space †,1998,69102910,80000000,USA,English,"based on tv series, remake, robot, scientist, spaceship",5.1,81,10000,882,427,12186,0,http://www.imdb.com/title/tt0120738/?ref_=fn_tt_tt_1,370,PG-13,2.35,0,none
Color,Geoffrey Sax,Alex Pettyfer,Sophie Okonedo,Ashley Walters,66,20201,"Action, Adventure, Family, Thriller",Alex Rider: Operation Stormbreaker †,2006,652526,40000000,Germany,English,"14 year old, british, gadget, spy, training",5.1,13,15000,460,173,15638,3,http://www.imdb.com/title/tt0457495/?ref_=fn_tt_tt_1,187,PG,2.35,823,none
Color,Duncan Jones,Dominic Cooper,Callum Rennie,Ruth Negga,275,111609,"Action, Adventure, Fantasy",Warcraft †,2016,46978995,160000000,USA,English,"based on video game, fictional language, fictional war, orc, sword and sorcery",7.3,0,3000,716,648,5505,0,http://www.imdb.com/title/tt0803096/?ref_=fn_tt_tt_1,781,PG-13,2.35,89000,none
Color,Pou-Soi Cheang,Li Gong,Aaron Kwok,Eddie Peng,14,1212,"Action, Adventure, Fantasy",Xi you ji zhi: Sun Wukong san da Baigu Jing †,2016,0,68005000,China,English,"buddhism, demon, journey to the west, monk, monkey king",6,3,879,107,22,1026,1,http://www.imdb.com/title/tt4591310/?ref_=fn_tt_tt_1,9,0,2.35,426,none
Color,Alex Proyas,Gerard Butler,Elodie Yung,Bryan Brown,184,51892,"Action, Adventure, Fantasy",Gods of Egypt †,2016,31141074,140000000,USA,English,"ancient egypt, egypt, egyptian, egyptian god, egyptian goddess",5.5,295,18000,934,284,19769,4,http://www.imdb.com/title/tt2404233/?ref_=fn_tt_tt_1,273,PG-13,2.35,24000,none
Color,Breck Eisner,Vin Diesel,Joseph Gilgun,Lotte Verbeek,202,58752,"Action, Adventure, Fantasy",The Last Witch Hunter †,2015,27356090,90000000,USA,English,"box office flop, burned to death, magic, witch, witch hunter",6,42,14000,788,612,16922,0,http://www.imdb.com/title/tt1618442/?ref_=fn_tt_tt_1,117,PG-13,2.35,21000,none
Color,Sergey Bodrov,Jeff Bridges,Djimon Hounsou,Olivia Williams,175,54501,"Action, Adventure, Fantasy",Seventh Son †,2014,17176900,95000000,USA,English,"apprentice, demon, exorcism, master apprentice relationship, witch",5.5,44,12000,3000,766,17098,4,http://www.imdb.com/title/tt1121096/?ref_=fn_tt_tt_1,154,PG-13,2.35,16000,none
Color,Renny Harlin,Roxanne McKee,Luke Newberry,Gaia Weiss,156,44891,"Action, Adventure, Fantasy",The Legend of Hercules †,2014,18821279,70000000,USA,English,"ancient greece, forbidden love, hercules, king, slavery",4.2,212,576,358,182,1520,0,http://www.imdb.com/title/tt1043726/?ref_=fn_tt_tt_1,202,PG-13,2.35,12000,none
Color,Alan Taylor,Chris Hemsworth,Natalie Portman,Anthony Hopkins,486,414070,"Action, Adventure, Fantasy",Thor: The Dark World †,2013,206360018,170000000,USA,English,"arrest, portal, thor, warrior, weapon",7.1,230,26000,20000,12000,59803,3,http://www.imdb.com/title/tt1981115/?ref_=fn_tt_tt_1,532,PG-13,2.35,63000,none
Color,Marc Webb,Emma Stone,Andrew Garfield,Chris Zylka,599,451803,"Action, Adventure, Fantasy",The Amazing Spider-Man †,2012,262030663,230000000,USA,English,"lizard, outcast, spider, spider man, teenager",7,464,15000,10000,963,28489,0,http://www.imdb.com/title/tt0948470/?ref_=fn_tt_tt_1,1225,PG-13,2.35,56000,none
Color,Jonathan Liebesman,Liam Neeson,Edgar Ram√≠rez,Lily James,310,152826,"Action, Adventure, Fantasy",Wrath of the Titans †,2012,83640426,150000000,USA,English,"ares, hades, titan, underworld, zeus",5.8,473,14000,897,502,16184,0,http://www.imdb.com/title/tt1646987/?ref_=fn_tt_tt_1,253,PG-13,1.85,19000,none
Color,Kenneth Branagh,Chris Hemsworth,Natalie Portman,Anthony Hopkins,516,536314,"Action, Adventure, Fantasy",Thor †,2011,181015141,150000000,USA,English,"battle, marvel cinematic universe, scientist, thor, throne",7,0,26000,20000,12000,60059,1,http://www.imdb.com/title/tt0800369/?ref_=fn_tt_tt_1,738,PG-13,2.35,63000,none
Color,Rob Marshall,Johnny Depp,Sam Claflin,Stephen Graham,448,370704,"Action, Adventure, Fantasy",Pirates of the Caribbean: On Stranger Tides †,2011,241063875,250000000,USA,English,"blackbeard, captain, pirate, revenge, soldier",6.7,252,40000,11000,1000,54083,4,http://www.imdb.com/title/tt1298650/?ref_=fn_tt_tt_1,484,PG-13,2.35,58000,none
Color,Louis Leterrier,Liam Neeson,Jason Flemyng,Alexa Davalos,344,229679,"Action, Adventure, Fantasy",Clash of the Titans †,2010,163192114,125000000,USA,English,"famous line, hand to hand combat, kraken, rape, zeus",5.8,255,14000,1000,850,18003,0,http://www.imdb.com/title/tt0800320/?ref_=fn_tt_tt_1,637,PG-13,2.35,15000,none
Color,Louis Leterrier,Liam Neeson,Jason Flemyng,Alexa Davalos,344,229687,"Action, Adventure, Fantasy",Clash of the Titans †,2010,163192114,125000000,USA,English,"famous line, hand to hand combat, kraken, rape, zeus",5.8,255,14000,1000,850,18003,0,http://www.imdb.com/title/tt0800320/?ref_=fn_tt_tt_1,637,PG-13,2.35,15000,none
Color,Rob Minkoff,Jet Li,Thomas McDonell,Michael Angarano,206,88049,"Action, Adventure, Fantasy",The Forbidden Kingdom †,2008,25040293,55000000,USA,English,"monkey king, staff, teenager, urination, warrior",6.6,50,5000,962,947,7247,0,http://www.imdb.com/title/tt0865556/?ref_=fn_tt_tt_1,279,PG-13,2.35,0,none
Color,Steven Spielberg,Harrison Ford,Ray Winstone,Jim Broadbent,470,333847,"Action, Adventure, Fantasy",Indiana Jones and the Kingdom of the Crystal Skull †,2008,317011114,185000000,USA,English,"cult figure, femme fatale, indiana jones, unsubtitled foreign language, year 1957",6.2,14000,11000,1000,1000,14959,2,http://www.imdb.com/title/tt0367882/?ref_=fn_tt_tt_1,2054,PG-13,2.35,5000,none
Color,Gore Verbinski,Johnny Depp,Orlando Bloom,Jack Davenport,302,471220,"Action, Adventure, Fantasy",Pirates of the Caribbean: At World's End †,2007,309404152,300000000,USA,English,"goddess, marriage ceremony, marriage proposal, pirate, singapore",7.1,563,40000,5000,1000,48350,0,http://www.imdb.com/title/tt0449088/?ref_=fn_tt_tt_1,1238,PG-13,2.35,0,none
